artist_name,album_name,album_img,album_year,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Otterley,8,0.149,0.205,7,-19.86,0,0.0356,0.919,0.916,0.108,0.0436,95.126,244067,4
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Donimo,9,0.358,0.402,0,-11.978,1,0.0289,0.0361,0.734,0.0845,0.102,87.66,379067,4
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,When Mama Was Moth,0,0.17,0.502,1,-10.534,1,0.0487,0.000112,0.632,0.16,0.0477,115.925,186333,4
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,Five Ten Fiftyfold,1,0.308,0.744,0,-8.617,1,0.0522,0.000115,0.27,0.294,0.164,90.02,299627,3
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,Sugar Hiccup,2,0.0999,0.866,2,-10.024,1,0.11,7.62e-05,0.975,0.226,0.15,169.427,221467,3
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,In Our Angelhood,3,0.311,0.962,1,-7.799,0,0.0822,3.89e-06,0.929,0.334,0.0333,151.142,179733,4
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,Glass Candle Grenades,4,0.177,0.637,0,-9.693,0,0.0722,1.5e-06,0.867,0.144,0.0401,116.648,164867,1
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,In The Gold Dust Rush,5,0.466,0.851,4,-9.982,0,0.0662,1.14e-05,0.864,0.236,0.183,110.105,221360,4
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,The Tinderbox (of A Heart),6,0.488,0.888,11,-10.307,1,0.0827,0.00955,0.702,0.259,0.0524,110.171,297267,3
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,Multifoiled,7,0.254,0.813,2,-9.918,1,0.078,0.000889,0.577,0.128,0.145,179.56,156200,3
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,My Love Paramour,8,0.432,0.828,0,-8.78,1,0.0642,0.000141,0.0875,0.102,0.262,88.488,219507,4
Cocteau Twins,Head Over Heels,https://i.scdn.co/image/ab67616d0000b273dd69a64d46d35725c47df19c,1983,Musette And Drums,9,0.341,0.95,5,-6.917,1,0.154,3.73e-05,0.834,0.764,0.0444,101.742,279733,3
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,Blood Bitch,0,0.274,0.917,0,-7.381,1,0.0695,0.109,0.966,0.12,0.319,204.566,274893,4
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,Wax And Wane,1,0.593,0.758,2,-6.809,0,0.0494,0.0025,0.0928,0.137,0.572,99.801,244000,4
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,But I'm Not,2,0.428,0.854,4,-6.749,1,0.117,0.0202,0.733,0.165,0.211,134.621,165040,4
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,Blind Dumb Deaf,3,0.457,0.937,0,-5.569,1,0.0575,0.0358,0.918,0.368,0.4,95.353,226867,3
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,Shallow Then Halo,4,0.452,0.654,0,-7.598,1,0.0375,0.0696,0.738,0.174,0.414,185.988,316800,3
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,The Hollow Men,5,0.532,0.904,9,-7.213,0,0.11,0.218,0.874,0.0748,0.28,108.461,302000,4
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,Garlands,6,0.483,0.942,0,-7.016,1,0.104,0.294,0.528,0.385,0.184,105.345,272093,4
Cocteau Twins,Garlands,https://i.scdn.co/image/ab67616d0000b273d4fdba5317189abd48dae652,1982,Grail Overfloweth,7,0.42,0.576,11,-8.018,1,0.0502,0.651,0.839,0.274,0.407,77.601,322573,3
Cocteau Twins,Cocteau Twins Singles Collection,https://i.scdn.co/image/ab67616d0000b273257b4897329941da53776273,1991,Dials,0,0.179,0.244,0,-18.735,1,0.0384,0.837,0.407,0.157,0.129,111.437,162293,4
Cocteau Twins,Cocteau Twins Singles Collection,https://i.scdn.co/image/ab67616d0000b273257b4897329941da53776273,1991,Crushed,1,0.478,0.588,5,-13.045,1,0.026,0.00946,0.00202,0.0586,0.351,99.712,200200,4
Cocteau Twins,Cocteau Twins Singles Collection,https://i.scdn.co/image/ab67616d0000b273257b4897329941da53776273,1991,High Monkey Monk,2,0.502,0.564,8,-14.427,1,0.041,0.255,0.000728,0.0865,0.634,138.081,189333,4
Cocteau Twins,Cocteau Twins Singles Collection,https://i.scdn.co/image/ab67616d0000b273257b4897329941da53776273,1991,Oomingmak - Instrumental,3,0.513,0.494,2,-14.031,1,0.0453,0.487,0.87,0.317,0.896,119.317,164133,4
